
carediolgy	["[('cardiology', 0.9), ('cardiology]', 0.9), ('cardiology\\\\', 0.9), ('cardiology;', 0.9)]"]	cardiology	Changed	{'Corrected - Using MultiEdit Probable Candidates [carediolgy ==> cardiology]'}
sclerosin	["[('sclerosis', 0.00012726941841523633), ('sclerosing', 2.5129630387721826e-05)]"]	sclerosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sclerosin ==> sclerosis]'}
sclerosin	["[('sclerosis', 0.00012726941841523633), ('sclerosing', 2.5129630387721826e-05)]"]	sclerosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sclerosin ==> sclerosis]'}
sclerosin	["[('sclerosis', 0.00012726941841523633), ('sclerosing', 2.5129630387721826e-05)]"]	sclerosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sclerosin ==> sclerosis]'}
brinsg	["[('bring', 0.00042202254303750725)]"]	bring	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [brinsg ==> bring]'}
brinsg	["[('bring', 0.00042202254303750725)]"]	bring	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [brinsg ==> bring]'}
brinsg	["[('bring', 0.00042202254303750725)]"]	bring	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [brinsg ==> bring]'}
brinsg	["[('bring', 0.00042202254303750725)]"]	bring	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [brinsg ==> bring]'}
brinsg	["[('bring', 0.00042202254303750725)]"]	bring	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [brinsg ==> bring]'}
coxycx	["[('cox6c', 0.9), ('oxy', 0.9), ('oxc', 0.9), ('cyc', 0.9)]"]	cox6c	Changed	{'Corrected - Using MultiEdit Probable Candidates [coxycx ==> cox6c]'}
coxycx	["[('cox6c', 0.9), ('oxy', 0.9), ('oxc', 0.9), ('cyc', 0.9)]"]	cox6c	Changed	{'Corrected - Using MultiEdit Probable Candidates [coxycx ==> cox6c]'}
coxycx	["[('cox6c', 0.9), ('oxy', 0.9), ('oxc', 0.9), ('cyc', 0.9)]"]	cox6c	Changed	{'Corrected - Using MultiEdit Probable Candidates [coxycx ==> cox6c]'}
coxycx	["[('cox6c', 0.9), ('oxy', 0.9), ('oxc', 0.9), ('cyc', 0.9)]"]	cox6c	Changed	{'Corrected - Using MultiEdit Probable Candidates [coxycx ==> cox6c]'}
spubsided	["[('subsided', 0.9), ('subsided.', 0.9), ('subsided,', 0.9), ('subside', 0.9)]"]	subsided	Changed	{'Corrected - Using MultiEdit Probable Candidates [spubsided ==> subsided]'}
tthey	["[('they', 5.269116049038447e-06)]"]	they	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tthey ==> they]'}
attempst	["[('attempt', 1.215949857470411e-06)]"]	attempt	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [attempst ==> attempt]'}
attempst	["[('attempt', 1.215949857470411e-06)]"]	attempt	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [attempst ==> attempt]'}
attempst	["[('attempt', 1.215949857470411e-06)]"]	attempt	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [attempst ==> attempt]'}
ventriculostmy	["[('ventriculostomy', 0.9), ('ventriculotomy', 0.9), ('ventriculoplasty', 0.9), ('ventriculo', 0.9)]"]	ventriculostomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [ventriculostmy ==> ventriculostomy]'}
ventriculostmy	["[('ventriculostomy', 0.9), ('ventriculotomy', 0.9), ('ventriculoplasty', 0.9), ('ventriculo', 0.9)]"]	ventriculostomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [ventriculostmy ==> ventriculostomy]'}
ventriculostmy	["[('ventriculostomy', 0.9), ('ventriculotomy', 0.9), ('ventriculoplasty', 0.9), ('ventriculo', 0.9)]"]	ventriculostomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [ventriculostmy ==> ventriculostomy]'}
ventriculostmy	["[('ventriculostomy', 0.9), ('ventriculotomy', 0.9), ('ventriculoplasty', 0.9), ('ventriculo', 0.9)]"]	ventriculostomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [ventriculostmy ==> ventriculostomy]'}
activiety	["[('activity', 0.00027642593426494005)]"]	activity	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [activiety ==> activity]'}
activiety	["[('activity', 0.00027642593426494005)]"]	activity	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [activiety ==> activity]'}
ankes	["[('ankles', 2.026583095784018e-06), ('andes', 4.0531661915680364e-07)]"]	ankles	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ankes ==> ankles]'}
ankes	["[('ankles', 2.026583095784018e-06), ('andes', 4.0531661915680364e-07)]"]	ankles	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ankes ==> ankles]'}
ankes	["[('ankles', 2.026583095784018e-06), ('andes', 4.0531661915680364e-07)]"]	ankles	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ankes ==> ankles]'}
cconjunctival	["[('conjunctival', 6.241875935014775e-05)]"]	conjunctival	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [cconjunctival ==> conjunctival]'}
cconjunctival	["[('conjunctival', 6.241875935014775e-05)]"]	conjunctival	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [cconjunctival ==> conjunctival]'}
abrrogate	["[('abrogate', 8.7921363132814e-06), ('arrogate', 5.8614242088542675e-06)]"]	abrogate	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [abrrogate ==> abrogate]'}
ellicited	["[('elicited', 1.4653560522135668e-05)]"]	elicited	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [ellicited ==> elicited]'}
ellicited	["[('elicited', 1.4653560522135668e-05)]"]	elicited	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [ellicited ==> elicited]'}
ellicited	["[('elicited', 1.4653560522135668e-05)]"]	elicited	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [ellicited ==> elicited]'}
ellicited	["[('elicited', 1.4653560522135668e-05)]"]	elicited	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [ellicited ==> elicited]'}
ellicited	["[('elicited', 1.4653560522135668e-05)]"]	elicited	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [ellicited ==> elicited]'}
levatiracetem	["[('levetiracetam', 0.9), ('levetiracetam.', 0.9), ('levetiracetam,', 0.9), ('levetiracetam*', 0.9)]"]	levetiracetam	Changed	{'Corrected - Using MultiEdit Probable Candidates [levatiracetem ==> levetiracetam]'}
resulatant	["[('resultant', 1.1722848417708535e-05)]"]	resultant	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [resulatant ==> resultant]'}
anitiboitc	["[('antibiotic', 0.9), ('lantibiotic', 0.9), ('antibiotics', 0.9), ('antibiotic/', 0.9)]"]	antibiotic	Changed	{'Corrected - Using MultiEdit Probable Candidates [anitiboitc ==> antibiotic]'}
smade	["[('made', 2.026583095784018e-06), ('shade', 4.0531661915680364e-07)]"]	made	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [smade ==> made]'}
smade	["[('made', 2.026583095784018e-06), ('shade', 4.0531661915680364e-07)]"]	made	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [smade ==> made]'}
baselilne	["[('baseline', 1.4653560522135668e-05)]"]	baseline	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [baselilne ==> baseline]'}
baselilne	["[('baseline', 1.4653560522135668e-05)]"]	baseline	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [baselilne ==> baseline]'}
baselilne	["[('baseline', 1.4653560522135668e-05)]"]	baseline	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [baselilne ==> baseline]'}
baselilne	["[('baseline', 1.4653560522135668e-05)]"]	baseline	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [baselilne ==> baseline]'}
gastroesophgeal	["[('gastroesophageal', 4.45848281072484e-06)]"]	gastroesophageal	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [gastroesophgeal ==> gastroesophageal]'}
gastroesophgeal	["[('gastroesophageal', 4.45848281072484e-06)]"]	gastroesophageal	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [gastroesophgeal ==> gastroesophageal]'}
gastroesophgeal	["[('gastroesophageal', 4.45848281072484e-06)]"]	gastroesophageal	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [gastroesophgeal ==> gastroesophageal]'}
gastroesophgeal	["[('gastroesophageal', 4.45848281072484e-06)]"]	gastroesophageal	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [gastroesophgeal ==> gastroesophageal]'}
gastroesophgeal	["[('gastroesophageal', 4.45848281072484e-06)]"]	gastroesophageal	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [gastroesophgeal ==> gastroesophageal]'}
nictine	["[('nicotine', 1.986051433868338e-05)]"]	nicotine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [nictine ==> nicotine]'}
nictine	["[('nicotine', 1.986051433868338e-05)]"]	nicotine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [nictine ==> nicotine]'}
partiallly	["[('partially', 6.890382525665661e-06)]"]	partially	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [partiallly ==> partially]'}
partiallly	["[('partially', 6.890382525665661e-06)]"]	partially	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [partiallly ==> partially]'}
partiallly	["[('partially', 6.890382525665661e-06)]"]	partially	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [partiallly ==> partially]'}
partiallly	["[('partially', 6.890382525665661e-06)]"]	partially	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [partiallly ==> partially]'}
partiallly	["[('partially', 6.890382525665661e-06)]"]	partially	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [partiallly ==> partially]'}
diplocci	["[('diploicin', 0.9), ('diploid', 0.9), ('diploic', 0.9), ('diplopic', 0.9)]"]	diploicin	Changed	{'Corrected - Using MultiEdit Probable Candidates [diplocci ==> diploicin]'}
diplocci	["[('diploicin', 0.9), ('diploid', 0.9), ('diploic', 0.9), ('diplopic', 0.9)]"]	diploicin	Changed	{'Corrected - Using MultiEdit Probable Candidates [diplocci ==> diploicin]'}
diplocci	["[('diploicin', 0.9), ('diploid', 0.9), ('diploic', 0.9), ('diplopic', 0.9)]"]	diploicin	Changed	{'Corrected - Using MultiEdit Probable Candidates [diplocci ==> diploicin]'}
diplocci	["[('diploicin', 0.9), ('diploid', 0.9), ('diploic', 0.9), ('diplopic', 0.9)]"]	diploicin	Changed	{'Corrected - Using MultiEdit Probable Candidates [diplocci ==> diploicin]'}
diplocci	["[('diploicin', 0.9), ('diploid', 0.9), ('diploic', 0.9), ('diplopic', 0.9)]"]	diploicin	Changed	{'Corrected - Using MultiEdit Probable Candidates [diplocci ==> diploicin]'}
sensatations	["[('sensations', 0.9), ('sensations;', 0.9), ('sensations.', 0.9), ('sensations,', 0.9)]"]	sensations	Changed	{'Corrected - Using MultiEdit Probable Candidates [sensatations ==> sensations]'}
indiependence	["[('independence', 5.2752817879688406e-05)]"]	independence	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [indiependence ==> independence]'}
chracteristics	["[('characteristics', 1.6212664766272145e-06)]"]	characteristics	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [chracteristics ==> characteristics]'}
chracteristics	["[('characteristics', 1.6212664766272145e-06)]"]	characteristics	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [chracteristics ==> characteristics]'}
underdampened	["[('underdamped', 0.9), ('undersampled', 0.9), ('underdocumented', 0.9), ('undermined', 0.9)]"]	underdamped	Changed	{'Corrected - Using MultiEdit Probable Candidates [underdampened ==> underdamped]'}
underdampened	["[('underdamped', 0.9), ('undersampled', 0.9), ('underdocumented', 0.9), ('undermined', 0.9)]"]	underdamped	Changed	{'Corrected - Using MultiEdit Probable Candidates [underdampened ==> underdamped]'}
robatussin	['[(\'obtusin\', 0.9), ("roussin\'", 0.9), (\'probasin\', 0.9), (\'obtusin.\', 0.9)]']	obtusin	Changed	{'Corrected - Using MultiEdit Probable Candidates [robatussin ==> obtusin]'}
robatussin	['[(\'obtusin\', 0.9), ("roussin\'", 0.9), (\'probasin\', 0.9), (\'obtusin.\', 0.9)]']	obtusin	Changed	{'Corrected - Using MultiEdit Probable Candidates [robatussin ==> obtusin]'}
robatussin	['[(\'obtusin\', 0.9), ("roussin\'", 0.9), (\'probasin\', 0.9), (\'obtusin.\', 0.9)]']	obtusin	Changed	{'Corrected - Using MultiEdit Probable Candidates [robatussin ==> obtusin]'}
robatussin	['[(\'obtusin\', 0.9), ("roussin\'", 0.9), (\'probasin\', 0.9), (\'obtusin.\', 0.9)]']	obtusin	Changed	{'Corrected - Using MultiEdit Probable Candidates [robatussin ==> obtusin]'}
robatussin	['[(\'obtusin\', 0.9), ("roussin\'", 0.9), (\'probasin\', 0.9), (\'obtusin.\', 0.9)]']	obtusin	Changed	{'Corrected - Using MultiEdit Probable Candidates [robatussin ==> obtusin]'}
adrtenergic	["[('adrenergic', 7.701015763979268e-06)]"]	adrenergic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [adrtenergic ==> adrenergic]'}
adrtenergic	["[('adrenergic', 7.701015763979268e-06)]"]	adrenergic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [adrtenergic ==> adrenergic]'}
adrtenergic	["[('adrenergic', 7.701015763979268e-06)]"]	adrenergic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [adrtenergic ==> adrenergic]'}
adrtenergic	["[('adrenergic', 7.701015763979268e-06)]"]	adrenergic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [adrtenergic ==> adrenergic]'}
adrtenergic	["[('adrenergic', 7.701015763979268e-06)]"]	adrenergic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [adrtenergic ==> adrenergic]'}
purpuses	["[('purposes', 4.45848281072484e-06)]"]	purposes	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [purpuses ==> purposes]'}
purpuses	["[('purposes', 4.45848281072484e-06)]"]	purposes	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [purpuses ==> purposes]'}
eppiplocae	["[('epiploicae', 0.9), ('epiplocele', 0.9), ('epiploic', 0.9), ('propipocaine', 0.9)]"]	epiploicae	Changed	{'Corrected - Using MultiEdit Probable Candidates [eppiplocae ==> epiploicae]'}
cisplatinin	["[('cisplatin', 0.9), ('cisplatin.', 0.9), ('cisplatin,', 0.9), ('cisplatin)', 0.9)]"]	cisplatin	Changed	{'Corrected - Using MultiEdit Probable Candidates [cisplatinin ==> cisplatin]'}
studues	["[('studies', 8.511649002292877e-06)]"]	studies	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [studues ==> studies]'}
studues	["[('studies', 8.511649002292877e-06)]"]	studies	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [studues ==> studies]'}
studues	["[('studies', 8.511649002292877e-06)]"]	studies	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [studues ==> studies]'}
studues	["[('studies', 8.511649002292877e-06)]"]	studies	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [studues ==> studies]'}
sofeners	["[('softener', 0.9), ('offenders', 0.9), ('softens', 0.9), ('soflens', 0.9)]"]	softener	Changed	{'Corrected - Using MultiEdit Probable Candidates [sofeners ==> softener]'}
sofeners	["[('softener', 0.9), ('offenders', 0.9), ('softens', 0.9), ('soflens', 0.9)]"]	softener	Changed	{'Corrected - Using MultiEdit Probable Candidates [sofeners ==> softener]'}
creatinnine	["[('creatinine', 2.8372163340976255e-06)]"]	creatinine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [creatinnine ==> creatinine]'}
creatinnine	["[('creatinine', 2.8372163340976255e-06)]"]	creatinine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [creatinnine ==> creatinine]'}
creatinnine	["[('creatinine', 2.8372163340976255e-06)]"]	creatinine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [creatinnine ==> creatinine]'}
creatinnine	["[('creatinine', 2.8372163340976255e-06)]"]	creatinine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [creatinnine ==> creatinine]'}
creatinnine	["[('creatinine', 2.8372163340976255e-06)]"]	creatinine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [creatinnine ==> creatinine]'}
stneosis	["[('stenosis', 0.0001892828611462273)]"]	stenosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stneosis ==> stenosis]'}
stneosis	["[('stenosis', 0.0001892828611462273)]"]	stenosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stneosis ==> stenosis]'}
stneosis	["[('stenosis', 0.0001892828611462273)]"]	stenosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stneosis ==> stenosis]'}
stneosis	["[('stenosis', 0.0001892828611462273)]"]	stenosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stneosis ==> stenosis]'}
stneosis	["[('stenosis', 0.0001892828611462273)]"]	stenosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stneosis ==> stenosis]'}
oharmacy	["[('pharmacy', 1.75842726265628e-05)]"]	pharmacy	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [oharmacy ==> pharmacy]'}
espiodes	["[('episodes', 0.9), ('spiroides', 0.9), ('mesiodens', 0.9), ('episodes]', 0.9)]"]	episodes	Changed	{'Corrected - Using MultiEdit Probable Candidates [espiodes ==> episodes]'}
successufl	["[('successful', 4.9822105775261276e-05)]"]	successful	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [successufl ==> successful]'}
orificice	["[('orifice', 0.9), ('orifices', 0.9), ('orifice.', 0.9), ('orifice,', 0.9)]"]	orifice	Changed	{'Corrected - Using MultiEdit Probable Candidates [orificice ==> orifice]'}
aassociated	["[('associated', 0.0003027715145101323)]"]	associated	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [aassociated ==> associated]'}
aassociated	["[('associated', 0.0003027715145101323)]"]	associated	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [aassociated ==> associated]'}
onocology	["[('oncology', 8.7921363132814e-06)]"]	oncology	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [onocology ==> oncology]'}
onocology	["[('oncology', 8.7921363132814e-06)]"]	oncology	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [onocology ==> oncology]'}
onocology	["[('oncology', 8.7921363132814e-06)]"]	oncology	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [onocology ==> oncology]'}
onocology	["[('oncology', 8.7921363132814e-06)]"]	oncology	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [onocology ==> oncology]'}
onocology	["[('oncology', 8.7921363132814e-06)]"]	oncology	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [onocology ==> oncology]'}
apasia	["[('aplasia', 8.187395706967433e-05), ('aphasia', 1.661798138542895e-05), ('abasia', 4.0531661915680364e-07)]"]	aplasia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [apasia ==> aplasia]'}
apasia	["[('aplasia', 8.187395706967433e-05), ('aphasia', 1.661798138542895e-05), ('abasia', 4.0531661915680364e-07)]"]	aplasia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [apasia ==> aplasia]'}
apasia	["[('aplasia', 8.187395706967433e-05), ('aphasia', 1.661798138542895e-05), ('abasia', 4.0531661915680364e-07)]"]	aplasia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [apasia ==> aplasia]'}
apasia	["[('aplasia', 8.187395706967433e-05), ('aphasia', 1.661798138542895e-05), ('abasia', 4.0531661915680364e-07)]"]	aplasia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [apasia ==> aplasia]'}
apasia	["[('aplasia', 8.187395706967433e-05), ('aphasia', 1.661798138542895e-05), ('abasia', 4.0531661915680364e-07)]"]	aplasia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [apasia ==> aplasia]'}
ppulse	["[('pulse', 1.580734814711534e-05)]"]	pulse	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ppulse ==> pulse]'}
ppulse	["[('pulse', 1.580734814711534e-05)]"]	pulse	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ppulse ==> pulse]'}

{'drianable', 'infeoseptal', 'phebilitis', 'imprves', 'isordril', 'hypolucency', 'patecheal', 'unlely', 'arteriogrphy', 'autocoidal', 'diplocci', 'antiarrhymatic', 'stablitized', 'requiriemnts', 'underdampened', 'intuabte', 'ureteteral', 'divertculi', 'cerruloplasm', 'sensatations', 'ecchinocytes', 'hematc', 'denises', 'sofeners', 'trancortical', 'phelyephrine', 'diurises', 'precipirtouskly', 'vasoleine', 'resusitaton', 'peunothorax', 'intubabation', 'antiarrrhythmics', 'syndomre', 'popletieal', 'eosoniphils', 'arrythmmia', 'brochodilations', 'tropnins', 'tramodal', 'exctration', 'huggger', 'propfolo', 'thickineng', 'thalasemmia', 'stabilizind', 'ferinosl', 'deveopling', 'abnormalityin', 'iompared', 'hepaotology', 'retroobital', 'levatiracetem', 'carediolgy', 'hypercarbnea', 'respiraoty', 'jypokinesis', 'isoechic', 'senstivites', 'hmeithorax', 'palitave', 'uperr', 'spubsided', 'ferriecit', 'acetazolamind', 'coxycx', 'exstravation', 'prosthese', 'heptacellular', 'psitacci', 'levimere', 'inferolater', 'invadses', 'popletial', 'femerals', 'extingushes', 'interparachymal', 'cefotaxmin', 'pupilarry', 'generenerative', 'agglutin', 'hopitilization', 'glarigine', 'orificice', 'sphyncterotomies', 'desature', 'mininutes', 'cathotomy', 'aggitating', 'dicarded', 'pylenonephritis', 'respoding', 'tomorrowpt', 'myalgais', 'demarginization', 'deniesd', 'ventriculostmy', 'entends', 'prblm', 'lichanified', 'sennekot', 'sympots', 'eppiplocae', 'calmmed', 'downgoin', 'espiodes', 'enteracept', 'splemectomy', 'hypokiinesis', 'nondiagnositic', 'enahncing', 'parafaulcine', 'respositions', 'rgoins', 'cardiognitc', 'supralilar', 'pleurodeses', 'miacalicin', 'nygstamus', 'intubwted', 'gentteal', 'anitiboitc', 'arimdex', 'rehospialization', 'robatussin', 'cisplatinin', 'immunosuppresents', 'eneteroscopy', 'neoptlams', 'colisitina', 'persistenting', 'intrgrillin', 'zyprexax'}
